,img_name,label
0,car_ims/000001.jpg,1
1,car_ims/000002.jpg,1
2,car_ims/000003.jpg,1
3,car_ims/000004.jpg,1
4,car_ims/000005.jpg,1
5,car_ims/000006.jpg,1
6,car_ims/000007.jpg,1
7,car_ims/000008.jpg,1
8,car_ims/000009.jpg,1
9,car_ims/000010.jpg,1
10,car_ims/000011.jpg,1
11,car_ims/000012.jpg,1
12,car_ims/000013.jpg,1
13,car_ims/000014.jpg,1
14,car_ims/000015.jpg,1
15,car_ims/000016.jpg,1
16,car_ims/000017.jpg,1
17,car_ims/000018.jpg,1
18,car_ims/000019.jpg,1
19,car_ims/000020.jpg,1
20,car_ims/000021.jpg,1
21,car_ims/000022.jpg,1
22,car_ims/000023.jpg,1
23,car_ims/000024.jpg,1
24,car_ims/000025.jpg,1
25,car_ims/000026.jpg,1
26,car_ims/000027.jpg,1
27,car_ims/000028.jpg,1
28,car_ims/000029.jpg,1
29,car_ims/000030.jpg,1
30,car_ims/000031.jpg,1
31,car_ims/000032.jpg,1
32,car_ims/000033.jpg,1
33,car_ims/000034.jpg,1
34,car_ims/000035.jpg,1
35,car_ims/000036.jpg,1
36,car_ims/000037.jpg,1
37,car_ims/000038.jpg,1
38,car_ims/000039.jpg,1
39,car_ims/000040.jpg,1
40,car_ims/000041.jpg,1
41,car_ims/000042.jpg,1
42,car_ims/000043.jpg,1
43,car_ims/000044.jpg,1
44,car_ims/000045.jpg,1
45,car_ims/000090.jpg,2
46,car_ims/000091.jpg,2
47,car_ims/000092.jpg,2
48,car_ims/000093.jpg,2
49,car_ims/000094.jpg,2
50,car_ims/000095.jpg,2
51,car_ims/000096.jpg,2
52,car_ims/000097.jpg,2
53,car_ims/000098.jpg,2
54,car_ims/000099.jpg,2
55,car_ims/000100.jpg,2
56,car_ims/000101.jpg,2
57,car_ims/000102.jpg,2
58,car_ims/000103.jpg,2
59,car_ims/000104.jpg,2
60,car_ims/000105.jpg,2
61,car_ims/000106.jpg,2
62,car_ims/000107.jpg,2
63,car_ims/000108.jpg,2
64,car_ims/000109.jpg,2
65,car_ims/000110.jpg,2
66,car_ims/000111.jpg,2
67,car_ims/000112.jpg,2
68,car_ims/000113.jpg,2
69,car_ims/000114.jpg,2
70,car_ims/000115.jpg,2
71,car_ims/000116.jpg,2
72,car_ims/000117.jpg,2
73,car_ims/000118.jpg,2
74,car_ims/000119.jpg,2
75,car_ims/000120.jpg,2
76,car_ims/000121.jpg,2
77,car_ims/000154.jpg,3
78,car_ims/000155.jpg,3
79,car_ims/000156.jpg,3
80,car_ims/000157.jpg,3
81,car_ims/000158.jpg,3
82,car_ims/000159.jpg,3
83,car_ims/000160.jpg,3
84,car_ims/000161.jpg,3
85,car_ims/000162.jpg,3
86,car_ims/000163.jpg,3
87,car_ims/000164.jpg,3
88,car_ims/000165.jpg,3
89,car_ims/000166.jpg,3
90,car_ims/000167.jpg,3
91,car_ims/000168.jpg,3
92,car_ims/000169.jpg,3
93,car_ims/000170.jpg,3
94,car_ims/000171.jpg,3
95,car_ims/000172.jpg,3
96,car_ims/000173.jpg,3
97,car_ims/000174.jpg,3
98,car_ims/000175.jpg,3
99,car_ims/000176.jpg,3
100,car_ims/000177.jpg,3
101,car_ims/000178.jpg,3
102,car_ims/000179.jpg,3
103,car_ims/000180.jpg,3
104,car_ims/000181.jpg,3
105,car_ims/000182.jpg,3
106,car_ims/000183.jpg,3
107,car_ims/000184.jpg,3
108,car_ims/000185.jpg,3
109,car_ims/000186.jpg,3
110,car_ims/000187.jpg,3
111,car_ims/000188.jpg,3
112,car_ims/000189.jpg,3
113,car_ims/000190.jpg,3
114,car_ims/000191.jpg,3
115,car_ims/000192.jpg,3
116,car_ims/000193.jpg,3
117,car_ims/000194.jpg,3
118,car_ims/000195.jpg,3
119,car_ims/000196.jpg,3
120,car_ims/000240.jpg,4
121,car_ims/000241.jpg,4
122,car_ims/000242.jpg,4
123,car_ims/000243.jpg,4
124,car_ims/000244.jpg,4
125,car_ims/000245.jpg,4
126,car_ims/000246.jpg,4
127,car_ims/000247.jpg,4
128,car_ims/000248.jpg,4
129,car_ims/000249.jpg,4
130,car_ims/000250.jpg,4
131,car_ims/000251.jpg,4
132,car_ims/000252.jpg,4
133,car_ims/000253.jpg,4
134,car_ims/000254.jpg,4
